name,Trump,Cruz,Kasich,Bush,Carson,Christie,Fiorina,Gilmore,Huckabee,Paul,Rubio,Santorum,Undecided
Bush,38.140144444444445,19.488855555555553,6.013455555555556,5.0235666666666665,8.067111111111112,,,,,,13.109855555555551,,10.157011111111103
Carson,41.17033333333333,17.90253703703704,7.486777777777777,,7.9799999999999995,,,,,,16.522907407407413,,8.937444444444443
Christie,35.63646296296296,20.41483333333333,4.203944444444445,4.474870370370371,7.665,2.553944444444445,2.055,0.028333333333333332,,,14.937148148148152,,8.030462962962963
Fiorina,35.63646296296296,20.41483333333333,4.203944444444445,4.474870370370371,7.665,2.553944444444445,2.055,0.028333333333333332,,,14.937148148148152,,8.030462962962963
Gilmore,38.47207407407407,19.4907037037037,3.9686851851851856,5.519240740740742,8.712962962962962,,,0.026111111111111113,,,12.752370370370372,,11.057851851851854
Huckabee,38.02066666666666,17.741666666666667,4.540666666666667,4.4656666666666665,7.156111111111111,1.961611111111111,1.5667777777777778,0.16066666666666665,1.7303333333333335,2.6845,11.567388888888889,0.7708888888888888,7.633055555555552
Paul,38.997597222222225,17.916708333333336,4.7080416666666665,4.279569444444444,6.926527777777777,2.4222777777777775,1.637361111111111,0.27416666666666667,,2.6369166666666666,12.067541666666667,0.6582638888888889,7.475027777777787
Rubio,43.47842592592593,22.191203703703703,10.071944444444444,,,,,,,,11.28148148148148,,12.976944444444442
Santorum,38.997597222222225,17.916708333333336,4.7080416666666665,4.279569444444444,6.926527777777777,2.4222777777777775,1.637361111111111,0.27416666666666667,,2.6369166666666666,12.067541666666667,0.6582638888888889,7.475027777777787
